tick,aep_active,aep_hyperactive,alpha_protein_gut,tau_protein_gut,alpha_cleaved_gut,tau_cleaved_gut,alpha_oligomer_gut,tau_oligomer_gut,barrier_impermeability,microbiota_good_bacteria_class,microbiota_pathogenic_bacteria_class,resting_microglia,active_microglia,healthy_neuron,damaged_neuron,dead_neuron,cleaved_alpha_syn_brain,alpha_syn_oligomer_brain,cleaved_tau_brain,tau_oligomer_brain,cytokine_pro_inflammatory,cytokine_non_inflammatory
1,50,0,0,0,0,0,0,0,50,28983,10544,50,0,300,0,0,0,0,0,0,0,0
2,50,0,0,0,0,0,0,0,50,26774,11367,50,0,300,0,0,0,0,0,0,0,0
3,50,0,0,0,0,0,0,0,50,25418,12381,50,0,300,0,0,0,0,0,0,0,0
4,50,0,0,0,0,0,0,0,50,23569,13502,50,0,300,0,0,0,0,0,0,0,0
5,50,0,0,0,0,0,0,0,50,22517,14696,50,0,300,0,0,0,0,0,0,0,0
6,50,0,0,0,0,0,0,0,50,21099,16232,50,0,300,0,0,0,0,0,0,0,0
7,50,0,0,0,0,0,0,0,50,19197,17868,50,0,300,0,0,0,0,0,0,0,0
8,50,0,0,0,0,0,0,0,50,16884,19413,50,0,300,0,0,0,0,0,0,0,0
9,48,2,0,0,0,0,0,0,48,15155,20654,50,0,300,0,0,0,0,0,0,0,0
10,48,2,0,0,2,0,0,0,48,14559,21374,50,0,300,0,0,0,0,0,0,0,0
11,48,2,0,0,2,0,0,0,48,13828,23300,50,0,300,0,0,0,0,0,0,0,0
12,48,2,0,0,2,0,0,0,48,13460,24252,50,0,300,0,0,0,0,0,0,0,0
13,46,4,0,0,2,0,0,0,46,12911,26530,50,0,300,0,0,0,0,0,0,0,0
14,46,4,0,0,2,4,0,0,46,12168,28606,50,0,300,0,0,0,0,0,0,0,0
15,45,5,0,0,2,6,0,0,45,11520,31238,50,0,300,0,0,0,0,0,0,0,0
16,45,5,0,0,2,8,0,0,45,10849,33442,50,0,300,0,0,0,0,0,0,0,0
17,44,6,0,0,2,10,0,0,44,10154,36528,50,0,300,0,0,0,0,0,0,0,0
18,44,6,0,0,4,12,0,0,44,9215,39586,50,0,300,0,0,0,0,0,0,0,0
19,43,7,0,0,8,14,0,0,43,8898,42411,50,0,300,0,0,0,0,0,0,0,0
20,43,7,0,0,10,16,0,0,43,8294,46591,50,0,300,0,0,0,0,0,0,0,0
21,42,8,0,0,10,18,0,0,42,7626,50012,50,0,300,0,0,0,0,0,0,0,0
22,42,8,0,0,12,20,0,0,42,7063,52775,50,0,300,0,0,0,0,0,0,0,0
23,40,10,0,0,14,22,0,0,40,6267,56918,50,0,300,0,0,0,0,0,0,0,0
24,40,10,0,0,18,24,0,0,40,5898,61987,50,0,300,0,0,0,0,0,0,0,0
25,39,11,0,0,20,24,0,0,39,5260,67351,50,0,300,0,0,0,0,0,0,0,0
26,39,11,0,0,20,26,0,0,39,4994,70855,50,0,300,0,0,0,0,0,0,0,0
27,37,13,0,0,22,30,0,0,37,4813,78205,50,0,300,0,0,0,0,0,0,0,0
28,37,13,0,0,24,30,0,0,37,4505,82397,50,0,300,0,0,0,0,0,0,0,0
29,37,13,0,0,26,34,0,0,37,4141,89536,50,0,300,0,0,0,0,0,0,0,0
30,37,13,0,0,28,38,0,0,37,3834,97092,50,0,300,0,0,0,0,0,0,0,0
31,37,13,0,0,28,40,0,0,37,3549,104584,50,0,300,0,0,0,0,0,0,0,0
32,37,13,0,0,30,42,0,0,37,3198,109634,50,0,300,0,0,0,0,0,0,0,0
33,35,15,0,0,32,42,0,0,35,3107,121070,50,0,300,0,0,0,0,0,0,0,0
34,35,15,0,0,36,44,0,0,35,2936,127603,50,0,300,0,0,0,0,0,0,0,0
35,33,17,0,0,40,48,0,0,33,2791,134962,50,0,300,0,0,0,0,0,0,0,0
36,33,17,0,0,42,50,0,0,33,2618,145270,50,0,300,0,0,0,0,0,0,0,0
37,32,18,0,0,48,52,0,0,32,2436,156905,50,0,300,0,0,0,0,0,0,0,0
38,32,18,0,0,48,54,0,0,32,2187,166920,50,0,300,0,0,0,0,0,0,0,0
39,32,18,0,0,52,58,0,0,32,2023,177754,50,0,300,0,0,0,0,0,0,0,0
40,32,18,0,0,52,64,0,0,32,1845,196356,50,0,300,0,0,0,0,0,0,0,0
41,32,18,0,0,52,66,0,0,32,1698,204177,50,0,300,0,0,0,0,0,0,0,0
42,32,18,0,0,54,66,0,0,32,1649,221572,50,0,300,0,0,0,0,0,0,0,0
43,31,19,0,0,58,72,0,0,31,1506,241641,50,0,300,0,0,0,0,0,0,0,0
44,31,19,0,0,58,74,0,0,31,1434,254819,50,0,300,0,0,0,0,0,0,0,0
45,30,20,0,0,64,74,0,0,30,1413,271300,50,0,300,0,0,0,0,0,0,0,0
46,30,20,0,0,64,78,0,0,30,1287,290867,50,0,300,0,0,0,0,0,0,0,0
47,29,21,0,0,64,80,0,0,29,1267,305804,50,0,300,0,0,0,0,0,0,0,0
48,29,21,0,0,68,84,0,0,29,1429,261241,50,0,300,0,0,0,0,0,0,0,0
49,28,22,0,0,68,86,0,0,28,1693,231680,50,0,300,0,0,0,0,0,0,0,0
50,28,22,0,0,70,90,0,0,28,1912,194443,50,0,300,0,0,0,0,0,0,0,0
51,26,24,0,0,74,94,0,0,26,2013,161225,50,0,300,0,0,0,0,0,0,0,0
52,26,24,0,0,76,102,0,0,26,2327,133185,50,0,300,0,0,0,0,0,0,0,0
53,25,25,0,0,78,106,0,0,25,2485,118843,50,0,300,0,0,0,0,0,0,0,0
54,25,25,0,0,82,108,0,0,25,2777,103716,50,0,300,0,0,0,0,0,0,0,0
55,24,26,0,0,82,116,0,0,24,3236,90095,50,0,300,0,0,0,0,0,0,0,0
56,24,26,0,0,84,120,0,0,24,3878,80748,50,0,300,0,0,0,0,0,0,0,0
57,24,26,0,0,86,122,0,0,24,4450,74650,50,0,300,0,0,0,0,0,0,0,0
58,24,26,0,0,88,122,0,0,24,4855,60766,50,0,300,0,0,0,0,0,0,0,0
59,24,26,0,0,94,124,0,0,24,5169,54253,50,0,300,0,0,0,0,0,0,0,0
60,24,26,0,0,100,126,0,0,24,5737,48499,50,0,300,0,0,0,0,0,0,0,0
61,24,26,0,0,100,128,0,0,24,6549,43542,50,0,300,0,0,0,0,0,0,0,0
62,24,26,0,0,100,130,0,0,24,7455,39535,50,0,300,0,0,0,0,0,0,0,0
63,22,28,0,0,104,136,0,0,22,8980,33724,50,0,300,0,0,0,0,0,0,0,0
64,22,28,0,0,112,136,0,0,22,10428,29606,50,0,300,0,0,0,0,0,0,0,0
65,21,29,0,0,120,138,0,0,21,11424,25257,50,0,300,0,0,0,0,0,0,0,0
66,21,29,0,0,122,138,0,0,21,13809,21902,50,0,300,0,0,0,0,0,0,0,0
67,21,29,0,0,126,138,0,0,21,17968,20581,50,0,300,0,0,0,0,0,0,0,0
