tick,aep_active,aep_hyperactive,alpha_protein_gut,tau_protein_gut,alpha_cleaved_gut,tau_cleaved_gut,alpha_oligomer_gut,tau_oligomer_gut,barrier_impermeability,microbiota_good_bacteria_class,microbiota_pathogenic_bacteria_class,resting_microglia,active_microglia,healthy_neuron,damaged_neuron,dead_neuron,cleaved_alpha_syn_brain,alpha_syn_oligomer_brain,cleaved_tau_brain,tau_oligomer_brain,cytokine_pro_inflammatory,cytokine_non_inflammatory
1,50,0,0,0,0,0,0,0,50,27168,10718,50,0,300,0,0,0,0,0,0,0,0
2,50,0,0,0,0,0,0,0,50,25848,11479,50,0,300,0,0,0,0,0,0,0,0
3,50,0,0,0,0,0,0,0,50,23773,12621,50,0,300,0,0,0,0,0,0,0,0
4,50,0,0,0,0,0,0,0,50,21668,13191,50,0,300,0,0,0,0,0,0,0,0
5,50,0,0,0,0,0,0,0,50,19337,14044,50,0,300,0,0,0,0,0,0,0,0
6,50,0,0,0,0,0,0,0,50,18022,15027,50,0,300,0,0,0,0,0,0,0,0
7,48,2,0,0,0,0,0,0,48,17034,16671,50,0,300,0,0,0,0,0,0,0,0
8,48,2,0,0,0,2,0,0,48,15422,18114,50,0,300,0,0,0,0,0,0,0,0
9,47,3,0,0,0,4,0,0,47,14130,19464,50,0,300,0,0,0,0,0,0,0,0
10,47,3,0,0,0,6,0,0,47,13795,21149,50,0,300,0,0,0,0,0,0,0,0
11,46,4,0,0,2,6,0,0,46,12645,22815,50,0,300,0,0,0,0,0,0,0,0
12,46,4,0,0,2,6,0,0,46,11498,23854,50,0,300,0,0,0,0,0,0,0,0
13,45,5,0,0,2,8,0,0,45,10429,25549,50,0,300,0,0,0,0,0,0,0,0
14,45,5,0,0,4,8,0,0,45,9604,26857,50,0,300,0,0,0,0,0,0,0,0
15,44,6,0,0,4,10,0,0,44,8898,28750,50,0,300,0,0,0,0,0,0,0,0
16,44,6,0,0,6,12,0,0,44,7958,30464,50,0,300,0,0,0,0,0,0,0,0
17,43,7,0,0,6,12,0,0,43,7407,32731,50,0,300,0,0,0,0,0,0,0,0
18,43,7,0,0,6,14,0,0,43,7113,35137,50,0,300,0,0,0,0,0,0,0,0
19,42,8,0,0,6,16,0,0,42,6895,37278,50,0,300,0,0,0,0,0,0,0,0
20,42,8,0,0,10,16,0,0,42,6217,39211,50,0,300,0,0,0,0,0,0,0,0
21,41,9,0,0,10,18,0,0,41,5859,42323,50,0,300,0,0,0,0,0,0,0,0
22,41,9,0,0,16,18,0,0,41,5184,44880,50,0,300,0,0,0,0,0,0,0,0
23,40,10,0,0,18,20,0,0,40,4872,47245,50,0,300,0,0,0,0,0,0,0,0
24,40,10,0,0,18,22,0,0,40,4276,50584,50,0,300,0,0,0,0,0,0,0,0
25,39,11,0,0,22,24,0,0,39,4059,54792,50,0,300,0,0,0,0,0,0,0,0
26,39,11,0,0,22,24,0,0,39,3776,59397,50,0,300,0,0,0,0,0,0,0,0
27,39,11,0,0,22,26,0,0,39,3353,63739,50,0,300,0,0,0,0,0,0,0,0
28,39,11,0,0,22,28,0,0,39,3134,67571,50,0,300,0,0,0,0,0,0,0,0
29,39,11,0,0,26,28,0,0,39,2935,72720,50,0,300,0,0,0,0,0,0,0,0
30,39,11,0,0,28,30,0,0,39,2769,77922,50,0,300,0,0,0,0,0,0,0,0
31,37,13,0,0,30,32,0,0,37,2508,82563,50,0,300,0,0,0,0,0,0,0,0
32,37,13,0,0,34,32,0,0,37,2223,87819,50,0,300,0,0,0,0,0,0,0,0
33,37,13,0,0,34,32,0,0,37,2116,94823,50,0,300,0,0,0,0,0,0,0,0
34,37,13,0,0,36,34,0,0,37,2028,98762,50,0,300,0,0,0,0,0,0,0,0
35,36,14,0,0,38,34,0,0,36,1899,105610,50,0,300,0,0,0,0,0,0,0,0
36,36,14,0,0,40,36,0,0,36,1784,111099,50,0,300,0,0,0,0,0,0,0,0
37,34,16,0,0,44,40,0,0,34,1620,120142,50,0,300,0,0,0,0,0,0,0,0
38,34,16,0,0,44,42,0,0,34,1448,130337,50,0,300,0,0,0,0,0,0,0,0
39,32,18,0,0,46,50,0,0,32,1277,138640,50,0,300,0,0,0,0,0,0,0,0
40,32,18,0,0,46,54,0,0,32,1155,145992,50,0,300,0,0,0,0,0,0,0,0
41,32,18,0,0,46,56,0,0,32,1055,156616,50,0,300,0,0,0,0,0,0,0,0
42,32,18,0,0,50,58,0,0,32,934,169214,50,0,300,0,0,0,0,0,0,0,0
43,32,18,0,0,58,58,0,0,32,842,180810,50,0,300,0,0,0,0,0,0,0,0
44,32,18,0,0,60,60,0,0,32,807,192058,50,0,300,0,0,0,0,0,0,0,0
45,31,19,0,0,64,62,0,0,31,763,208147,50,0,300,0,0,0,0,0,0,0,0
