tick,aep_active,aep_hyperactive,alpha_protein_gut,tau_protein_gut,alpha_cleaved_gut,tau_cleaved_gut,alpha_oligomer_gut,tau_oligomer_gut,barrier_impermeability,microbiota_good_bacteria_class,microbiota_pathogenic_bacteria_class,resting_microglia,active_microglia,healthy_neuron,damaged_neuron,dead_neuron,cleaved_alpha_syn_brain,alpha_syn_oligomer_brain,cleaved_tau_brain,tau_oligomer_brain,cytokine_pro_inflammatory,cytokine_non_inflammatory
1,50,0,0,0,0,0,0,0,50,28093,11079,50,0,300,0,0,0,0,0,0,0,0
2,50,0,0,0,0,0,0,0,50,25384,11809,50,0,300,0,0,0,0,0,0,0,0
3,50,0,0,0,0,0,0,0,50,22962,12670,50,0,300,0,0,0,0,0,0,0,0
4,50,0,0,0,0,0,0,0,50,21351,13560,50,0,300,0,0,0,0,0,0,0,0
5,50,0,0,0,0,0,0,0,50,20686,14714,50,0,300,0,0,0,0,0,0,0,0
6,50,0,0,0,0,0,0,0,50,17882,15567,50,0,300,0,0,0,0,0,0,0,0
7,50,0,0,0,0,0,0,0,50,17269,16853,50,0,300,0,0,0,0,0,0,0,0
8,50,0,0,0,0,0,0,0,50,16831,18488,50,0,300,0,0,0,0,0,0,0,0
9,48,2,0,0,0,0,0,0,48,15785,20322,50,0,300,0,0,0,0,0,0,0,0
10,48,2,0,0,0,0,0,0,48,14936,22300,50,0,300,0,0,0,0,0,0,0,0
11,47,3,0,0,2,0,0,0,47,13949,24119,50,0,300,0,0,0,0,0,0,0,0
12,47,3,0,0,2,2,0,0,47,13262,25761,50,0,300,0,0,0,0,0,0,0,0
13,47,3,0,0,2,4,0,0,47,11810,27839,50,0,300,0,0,0,0,0,0,0,0
14,47,3,0,0,2,4,0,0,47,10872,30029,50,0,300,0,0,0,0,0,0,0,0
15,45,5,0,0,2,4,0,0,45,10497,31639,50,0,300,0,0,0,0,0,0,0,0
16,45,5,0,0,2,4,0,0,45,9951,34248,50,0,300,0,0,0,0,0,0,0,0
17,43,7,0,0,4,6,0,0,43,9187,36131,50,0,300,0,0,0,0,0,0,0,0
18,43,7,0,0,8,6,0,0,43,8353,38523,50,0,300,0,0,0,0,0,0,0,0
19,42,8,0,0,10,8,0,0,42,7985,41784,50,0,300,0,0,0,0,0,0,0,0
20,42,8,0,0,16,8,0,0,42,8097,45017,50,0,300,0,0,0,0,0,0,0,0
21,42,8,0,0,16,8,0,0,42,7705,48251,50,0,300,0,0,0,0,0,0,0,0
22,42,8,0,0,18,8,0,0,42,6894,49795,50,0,300,0,0,0,0,0,0,0,0
23,40,10,0,0,22,10,0,0,40,6157,54185,50,0,300,0,0,0,0,0,0,0,0
24,40,10,0,0,22,12,0,0,40,6005,58988,50,0,300,0,0,0,0,0,0,0,0
25,40,10,0,0,22,14,0,0,40,5590,62567,50,0,300,0,0,0,0,0,0,0,0
26,40,10,0,0,24,16,0,0,40,5208,65724,50,0,300,0,0,0,0,0,0,0,0
27,40,10,0,0,26,16,0,0,40,4846,72812,50,0,300,0,0,0,0,0,0,0,0
28,40,10,0,0,28,16,0,0,40,4449,77379,50,0,300,0,0,0,0,0,0,0,0
29,39,11,0,0,28,20,0,0,39,4172,84203,50,0,300,0,0,0,0,0,0,0,0
30,39,11,0,0,28,20,0,0,39,3868,91200,50,0,300,0,0,0,0,0,0,0,0
31,38,12,0,0,34,22,0,0,38,3621,100173,50,0,300,0,0,0,0,0,0,0,0
32,38,12,0,0,34,24,0,0,38,3345,107838,50,0,300,0,0,0,0,0,0,0,0
33,38,12,0,0,40,24,0,0,38,3264,114611,50,0,300,0,0,0,0,0,0,0,0
34,38,12,0,0,40,24,0,0,38,3063,124410,50,0,300,0,0,0,0,0,0,0,0
35,37,13,0,0,40,26,0,0,37,2930,133431,50,0,300,0,0,0,0,0,0,0,0
36,37,13,0,0,42,26,0,0,37,2616,142722,50,0,300,0,0,0,0,0,0,0,0
37,36,14,0,0,44,32,0,0,36,2417,153536,50,0,300,0,0,0,0,0,0,0,0
38,36,14,0,0,46,34,0,0,36,2247,163744,50,0,300,0,0,0,0,0,0,0,0
39,34,16,0,0,48,36,0,0,34,2027,175920,50,0,300,0,0,0,0,0,0,0,0
40,34,16,0,0,52,36,0,0,34,1880,184380,50,0,300,0,0,0,0,0,0,0,0
41,32,18,0,0,54,38,0,0,32,1792,201563,50,0,300,0,0,0,0,0,0,0,0
42,32,18,0,0,54,42,0,0,32,1641,220955,50,0,300,0,0,0,0,0,0,0,0
43,31,19,0,0,56,42,0,0,31,1573,235573,50,0,300,0,0,0,0,0,0,0,0
44,31,19,0,0,58,42,0,0,31,1412,248136,50,0,300,0,0,0,0,0,0,0,0
45,30,20,0,0,60,46,0,0,30,1314,269517,50,0,300,0,0,0,0,0,0,0,0
46,30,20,0,0,62,48,0,0,30,1248,289193,50,0,300,0,0,0,0,0,0,0,0
47,28,22,0,0,66,54,0,0,28,1367,258477,50,0,300,0,0,0,0,0,0,0,0
48,28,22,0,0,66,54,0,0,28,1644,219736,50,0,300,0,0,0,0,0,0,0,0
49,27,23,0,0,66,60,0,0,27,1882,196424,50,0,300,0,0,0,0,0,0,0,0
50,27,23,0,0,66,64,0,0,27,2171,166072,50,0,300,0,0,0,0,0,0,0,0
51,25,25,0,0,72,66,0,0,25,2323,145532,50,0,300,0,0,0,0,0,0,0,0
52,25,25,0,0,72,68,0,0,25,2580,120219,50,0,300,0,0,0,0,0,0,0,0
53,25,25,0,0,74,70,0,0,25,2743,110717,50,0,300,0,0,0,0,0,0,0,0
54,25,25,0,0,74,74,0,0,25,2980,101574,50,0,300,0,0,0,0,0,0,0,0
55,23,27,0,0,76,80,0,0,23,3472,84203,50,0,300,0,0,0,0,0,0,0,0
56,23,27,0,0,80,88,0,0,23,4016,79049,50,0,300,0,0,0,0,0,0,0,0
57,23,27,0,0,82,90,0,0,23,4421,70901,50,0,300,0,0,0,0,0,0,0,0
58,23,27,0,0,84,92,0,0,23,4911,67492,50,0,300,0,0,0,0,0,0,0,0
59,23,27,0,0,88,94,0,0,23,5364,58549,50,0,300,0,0,0,0,0,0,0,0
60,23,27,0,0,90,98,0,0,23,6368,54627,50,0,300,0,0,0,0,0,0,0,0
61,21,29,0,0,90,100,0,0,21,7402,45638,50,0,300,0,0,0,0,0,0,0,0
62,21,29,0,0,92,104,0,0,21,8251,42497,50,0,300,0,0,0,0,0,0,0,0
63,19,31,0,0,100,110,0,0,19,10044,34871,50,0,300,0,0,0,0,0,0,0,0
64,19,31,0,0,100,114,0,0,19,12156,28160,50,0,300,0,0,0,0,0,0,0,0
65,18,32,0,0,104,116,0,0,18,15171,23476,50,0,300,0,0,0,0,0,0,0,0
66,18,32,0,0,108,118,0,0,18,18700,17836,50,0,300,0,0,0,0,0,0,0,0
67,16,34,0,0,112,126,0,0,16,22027,15370,50,0,300,0,0,0,0,0,0,0,0
68,16,34,0,0,116,134,0,0,16,26724,13061,50,0,300,0,0,0,0,0,0,0,0
69,16,34,0,0,120,136,0,0,16,31711,10452,50,0,300,0,0,0,0,0,0,0,0
70,16,34,0,0,124,136,0,0,16,39045,8666,50,0,300,0,0,0,0,0,0,0,0
71,16,34,0,0,132,132,0,1,17,47011,6950,50,0,300,0,0,0,0,0,0,0,0
72,16,34,0,0,136,136,0,1,17,57061,5426,50,0,300,0,0,0,0,0,0,0,0
73,16,34,0,0,138,138,0,1,17,67391,4700,50,0,300,0,0,0,0,0,0,0,0
74,16,34,0,0,138,142,0,1,17,80235,3641,50,0,300,0,0,0,0,0,0,0,0
75,16,34,0,0,140,144,0,1,18,98651,3094,50,0,300,0,0,0,0,0,0,0,0
76,16,34,0,0,142,148,0,1,18,120379,2475,50,0,300,0,0,0,0,0,0,0,0
77,16,34,0,0,146,152,0,1,18,146186,2122,50,0,300,0,0,0,0,0,0,0,0
78,16,34,0,0,152,152,0,1,18,194573,1801,50,0,300,0,0,0,0,0,0,0,0
79,16,34,0,0,156,152,0,1,18,231283,1594,50,0,300,0,0,0,0,0,0,0,0
80,16,34,0,0,158,156,0,1,18,275581,1338,50,0,300,0,0,0,0,0,0,0,0
81,16,34,0,0,162,160,0,1,18,334155,1139,50,0,300,0,0,0,0,0,0,0,0
82,16,34,0,0,162,160,0,1,18,387137,973,50,0,300,0,0,0,0,0,0,0,0
83,16,34,0,0,162,162,0,1,18,453778,820,50,0,300,0,0,0,0,0,0,0,0
84,16,34,0,0,166,162,0,1,18,553870,650,50,0,300,0,0,0,0,0,0,0,0
85,16,34,0,0,168,164,0,1,19,632992,546,50,0,300,0,0,0,0,0,0,0,0
86,16,34,0,0,172,164,0,1,19,788018,419,50,0,300,0,0,0,0,0,0,0,0
87,16,34,0,0,172,168,0,1,20,876953,367,50,0,300,0,0,0,0,0,0,0,0
88,16,34,0,0,172,174,0,1,20,1033238,323,50,0,300,0,0,0,0,0,0,0,0
89,16,34,0,0,174,174,0,1,20,1096412,295,50,0,300,0,0,0,0,0,0,0,0
90,16,34,0,0,180,174,0,1,20,1340815,255,50,0,300,0,0,0,0,0,0,0,0
91,16,34,0,0,184,176,0,1,20,1547656,220,50,0,300,0,0,0,0,0,0,0,0
92,16,34,0,0,184,182,0,1,20,1851445,190,50,0,300,0,0,0,0,0,0,0,0
93,16,34,0,0,186,186,0,1,21,2155300,169,50,0,300,0,0,0,0,0,0,0,0
94,16,34,0,0,186,188,0,1,21,2519112,159,50,0,300,0,0,0,0,0,0,0,0
95,16,34,0,0,188,188,0,1,22,2770650,137,50,0,300,0,0,0,0,0,0,0,0
96,16,34,0,0,190,190,0,1,22,3148925,113,50,0,300,0,0,0,0,0,0,0,0
97,16,34,0,0,190,194,0,1,22,3908052,99,50,0,300,0,0,0,0,0,0,0,0
98,16,34,0,0,190,194,0,1,22,4444395,85,50,0,300,0,0,0,0,0,0,0,0
99,16,34,0,0,194,196,0,1,22,5227103,77,50,0,300,0,0,0,0,0,0,0,0
100,16,34,0,0,196,198,0,1,22,5671611,65,50,0,300,0,0,0,0,0,0,0,0
101,16,34,0,0,198,198,0,1,23,6400172,59,50,0,300,0,0,0,0,0,0,0,0
102,16,34,0,0,200,202,0,1,23,7484698,52,50,0,300,0,0,0,0,0,0,0,0
103,16,34,0,0,200,204,0,1,24,8384100,48,50,0,300,0,0,0,0,0,0,0,0
104,16,34,0,0,204,208,0,1,24,10327312,46,50,0,300,0,0,0,0,0,0,0,0
105,16,34,0,0,206,208,0,1,24,11508874,44,50,0,300,0,0,0,0,0,0,0,0
106,16,34,0,0,204,210,1,1,24,12787443,44,50,0,300,0,0,0,0,0,0,0,0
107,16,34,0,0,212,212,1,1,24,14134234,39,50,0,300,0,0,0,0,0,0,0,0
108,16,34,0,0,218,214,1,1,24,15797510,37,50,0,300,0,0,0,0,0,0,0,0
109,16,34,0,0,220,214,1,1,25,18383905,32,50,0,300,0,0,0,0,0,0,0,0
110,16,34,0,0,222,214,1,1,25,21291355,29,50,0,300,0,0,0,0,0,0,0,0
111,16,34,0,0,222,216,1,1,26,22328122,28,50,0,300,0,0,0,0,0,0,0,0
112,16,34,0,0,224,218,1,1,26,23438017,27,50,0,300,0,0,0,0,0,0,0,0
113,16,34,0,0,224,224,1,1,26,27082489,25,50,0,300,0,0,0,0,0,0,0,0
114,16,34,0,0,228,228,1,1,26,30987669,25,50,0,300,0,0,0,0,0,0,0,0
115,16,34,0,0,232,228,1,1,27,37215699,25,50,0,300,0,0,0,0,0,0,0,0
116,16,34,0,0,230,228,2,1,27,43409695,25,50,0,300,0,0,0,0,0,0,0,0
117,16,34,0,0,230,228,2,1,27,47498184,25,50,0,300,0,0,0,0,0,0,0,0
118,16,34,0,0,232,232,2,1,27,55742246,25,50,0,300,0,0,0,0,0,0,0,0
119,16,34,0,0,234,232,2,1,27,67635589,25,50,0,300,0,0,0,0,0,0,0,0
120,16,34,0,0,234,234,2,1,27,81509816,25,50,0,300,0,0,0,0,0,0,0,0
121,16,34,0,0,240,236,2,2,27,98795580,25,50,0,300,0,0,0,0,0,0,0,0
122,16,34,0,0,246,240,2,2,27,122852933,25,50,0,300,0,0,0,0,0,0,0,0
