tick,aep_active,aep_hyperactive,alpha_cleaved_gut,tau_cleaved_gut,alpha_oligomer_gut,tau_oligomer_gut,barrier_impermeability,microbiota_good_bacteria_class,microbiota_pathogenic_bacteria_class,resting_microglia,active_microglia,healthy_neuron,damaged_neuron,dead_neuron,cleaved_alpha_syn_brain,alpha_syn_oligomer_brain,cleaved_tau_brain,tau_oligomer_brain,cytokine_pro_inflammatory,cytokine_non_inflammatory,condition
125.0,18.8,31.2,238.66666666666666,243.4,1.2666666666666666,0.4666666666666667,32.333333333333336,24022143.666666668,1148.4,48.333333333333336,1.6666666666666667,260.0,1.2,38.8,56.13333333333333,1.4666666666666666,57.0,1.0,12.333333333333334,11.733333333333333,mixed
126.0,18.8,31.2,239.8,244.86666666666667,1.4,0.5333333333333333,32.333333333333336,26633145.333333332,1199.4666666666667,48.266666666666666,1.7333333333333334,260.0,1.2,38.8,56.666666666666664,1.4666666666666666,57.6,0.9333333333333333,13.2,12.6,mixed
127.0,18.733333333333334,31.266666666666666,241.4,247.13333333333333,1.4,0.5333333333333333,32.93333333333333,28507540.933333334,1282.9333333333334,48.266666666666666,1.7333333333333334,260.0,1.0666666666666667,38.93333333333333,54.93333333333333,1.9333333333333333,56.4,1.3333333333333333,14.0,13.533333333333333,mixed
128.0,18.733333333333334,31.266666666666666,243.0,248.6,1.4,0.6,32.93333333333333,27905436.266666666,1390.4,48.4,1.6,260.0,1.0,39.0,55.13333333333333,2.0,56.8,1.3333333333333333,14.733333333333333,14.4,mixed
129.0,18.733333333333334,31.266666666666666,245.0,249.66666666666666,1.4,0.4666666666666667,33.333333333333336,27196338.6,1503.2,48.333333333333336,1.6666666666666667,260.0,0.9333333333333333,39.06666666666667,55.8,1.9333333333333333,57.0,1.4666666666666666,15.6,15.2,mixed
130.0,18.733333333333334,31.266666666666666,247.26666666666668,251.0,1.4,0.4666666666666667,33.333333333333336,26438486.2,1610.4,48.13333333333333,1.8666666666666667,260.0,0.8666666666666667,39.13333333333333,56.266666666666666,1.9333333333333333,57.4,1.4666666666666666,16.666666666666668,16.0,mixed
131.0,18.6,31.4,248.73333333333332,252.93333333333334,1.4,0.5333333333333333,33.733333333333334,26244203.2,1691.1333333333334,47.86666666666667,2.1333333333333333,240.0,20.866666666666667,39.13333333333333,67.33333333333333,1.9333333333333333,66.93333333333334,1.5333333333333334,17.866666666666667,16.933333333333334,mixed
132.0,18.6,31.4,250.06666666666666,254.26666666666668,1.4,0.6666666666666666,33.733333333333334,25520537.333333332,1804.4,47.86666666666667,2.1333333333333333,240.0,0.8,59.2,64.53333333333333,2.6666666666666665,64.86666666666666,2.0,18.933333333333334,18.0,mixed
133.0,18.6,31.4,251.4,255.86666666666667,1.4,0.6666666666666666,34.2,24708812.6,1922.6,47.6,2.4,240.0,0.8,59.2,65.0,2.6666666666666665,64.93333333333334,2.0,20.066666666666666,19.266666666666666,mixed
134.0,18.6,31.4,253.53333333333333,257.06666666666666,1.4,0.6666666666666666,34.2,23147939.733333334,2060.733333333333,47.53333333333333,2.466666666666667,240.0,0.8,59.2,65.33333333333333,2.6666666666666665,65.4,2.0,21.2,20.6,mixed
135.0,18.6,31.4,255.4,257.8666666666667,1.4,0.7333333333333333,34.8,21356119.666666668,2215.8,47.53333333333333,2.466666666666667,239.73333333333332,1.0666666666666667,59.2,65.8,2.6,66.0,2.0,22.533333333333335,21.733333333333334,mixed
136.0,18.6,31.4,255.66666666666666,258.6,1.6,0.7333333333333333,34.8,20144514.4,2410.866666666667,47.4,2.6,238.66666666666666,2.1333333333333333,59.2,67.0,2.6,66.8,1.9333333333333333,24.0,22.866666666666667,mixed
137.0,18.533333333333335,31.466666666666665,257.0,259.8,1.8,0.8,35.2,18471187.666666668,2557.266666666667,47.2,2.8,237.4,3.4,59.2,66.46666666666667,3.2,66.4,2.2666666666666666,25.533333333333335,24.133333333333333,mixed
138.0,18.533333333333335,31.466666666666665,258.3333333333333,261.0,1.7333333333333334,0.8,35.2,17359802.266666666,2757.733333333333,47.2,2.8,235.53333333333333,5.133333333333334,59.333333333333336,68.86666666666666,3.2666666666666666,69.13333333333334,2.2,27.133333333333333,25.333333333333332,mixed
139.0,18.4,31.6,259.8,263.1333333333333,1.7333333333333334,0.8,35.6,15951919.533333333,2950.133333333333,47.266666666666666,2.7333333333333334,234.4,5.866666666666666,59.733333333333334,71.66666666666667,3.2,72.13333333333334,2.2,28.666666666666668,26.533333333333335,mixed
140.0,18.4,31.6,261.4,264.8666666666667,1.7333333333333334,0.8,35.6,14820864.2,3182.3333333333335,47.266666666666666,2.7333333333333334,233.2,6.8,60.0,74.86666666666666,3.2,75.73333333333333,2.2,30.066666666666666,27.866666666666667,mixed
141.0,18.333333333333332,31.666666666666668,262.3333333333333,265.8,1.7333333333333334,0.8,36.0,13678687.533333333,3457.3333333333335,47.13333333333333,2.8666666666666667,232.2,7.333333333333333,60.46666666666667,78.33333333333333,3.2,79.26666666666667,2.2,31.933333333333334,28.866666666666667,mixed
142.0,18.333333333333332,31.666666666666668,263.26666666666665,267.4,1.8666666666666667,0.8666666666666667,36.0,12754854.266666668,3618.3333333333335,47.0,3.0,230.53333333333333,8.2,61.266666666666666,80.26666666666667,3.533333333333333,82.4,2.533333333333333,33.8,30.0,mixed
143.0,18.266666666666666,31.733333333333334,264.8666666666667,268.3333333333333,1.8,0.8666666666666667,36.333333333333336,11778244.333333334,3797.5333333333333,46.733333333333334,3.2666666666666666,229.0,7.933333333333334,63.06666666666667,84.46666666666667,3.6,85.6,2.466666666666667,35.333333333333336,31.733333333333334,mixed
144.0,18.266666666666666,31.733333333333334,265.53333333333336,269.4,1.8,0.8666666666666667,36.333333333333336,11048260.866666667,4132.4,46.6,3.4,228.0,7.6,64.4,88.13333333333334,3.6666666666666665,89.2,2.466666666666667,37.06666666666667,33.4,mixed
145.0,18.133333333333333,31.866666666666667,266.46666666666664,271.26666666666665,1.8,0.8666666666666667,36.53333333333333,10364190.866666667,3886.6,46.2,3.8,227.73333333333332,6.933333333333334,65.33333333333333,91.6,3.7333333333333334,92.13333333333334,2.466666666666667,39.06666666666667,35.2,mixed
