tick,aep_active,aep_hyperactive,alpha_cleaved_gut,tau_cleaved_gut,alpha_oligomer_gut,tau_oligomer_gut,barrier_impermeability,microbiota_good_bacteria_class,microbiota_pathogenic_bacteria_class,resting_microglia,active_microglia,healthy_neuron,damaged_neuron,dead_neuron,cleaved_alpha_syn_brain,alpha_syn_oligomer_brain,cleaved_tau_brain,tau_oligomer_brain,cytokine_pro_inflammatory,cytokine_non_inflammatory
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.5757670105947,176.23288164082388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.7369487442134,224.31625209150783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121.4262262638506,228.92238235449355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1197.8612011175828,436.1475831478538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4140393356054123,0.4140393356054125,0.0,0.0,0.0,0.0,0.4140393356054123,1462.4251612923485,466.2753427301245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4140393356054123,0.4140393356054125,0.7037315505489968,0.0,0.0,0.0,0.4140393356054123,1463.731018745623,580.5292987151176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9611501047232537,0.9611501047232549,0.828078671210825,0.5163977794943222,0.0,0.0,0.9611501047232537,1302.568652792664,773.8226879466332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9611501047232537,0.9611501047232549,1.65615734242165,0.9759000729485332,0.0,0.0,0.9611501047232537,1403.981047219791,934.2044642113312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.8618916073713346,0.8618916073713346,2.065591117977289,1.4474937289114918,0.0,0.0,0.8618916073713346,1496.1763487860203,1064.2829913675616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.8618916073713346,0.8618916073713346,2.1995670569671746,2.366431913239847,0.0,0.0,0.8618916073713346,1477.3618217555754,1235.3617553844974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.099783528483587,1.0997835284835873,1.7994708216848745,3.2071349029490923,0.0,0.0,1.099783528483587,1410.9831358041843,1468.239639192198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.099783528483587,1.0997835284835873,1.9712215212183246,3.888934240098375,0.0,0.0,1.099783528483587,1346.2575038478583,1556.3302746555833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.245945806357946,1.245945806357946,2.746426249302381,4.289522117905444,0.0,0.0,1.245945806357946,1281.085856384564,1683.3358802432401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.245945806357946,1.245945806357946,2.9146591730832085,4.627042663464842,0.0,0.0,1.245945806357946,1155.9405858846026,1877.7263176004972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.3522468075656262,1.3522468075656267,3.011090610836324,5.040786030920556,0.0,0.0,1.3522468075656262,1093.6598104311877,2303.193553059999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.3522468075656262,1.3522468075656267,3.9182114481458186,5.10834984072529,0.0,0.0,1.3522468075656262,1028.4156793455702,2613.1588492528676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.473576795226015,1.4735767952260146,4.891197146283262,5.650115885874335,0.0,0.0,1.473576795226015,1047.2093391485776,2868.89669850043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.473576795226015,1.4735767952260146,4.564876256602718,5.848890818738525,0.0,0.0,1.473576795226015,1031.4154536825777,3196.794649108921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.4074631010979934,1.4074631010979937,4.527166674117279,5.391351098441528,0.0,0.0,1.4074631010979934,1020.2553508570201,3654.12004650719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.4074631010979934,1.4074631010979937,5.273473599964619,5.796550698475776,0.0,0.0,1.4074631010979934,1012.5515765817044,4140.572984273461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.6846647257229648,1.6846647257229665,6.363586889108853,6.10386294547501,0.0,0.0,1.6846647257229648,1005.5673736041471,4353.16127276106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.6846647257229648,1.6846647257229665,6.1783030494973765,6.661903060008633,0.0,0.0,1.6846647257229648,929.9929953653261,4319.376384662599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.98805959477601,1.9880595947760098,6.26403186758299,6.408327915038887,0.0,0.0,1.98805959477601,850.5163137765201,5007.5411939916985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.98805959477601,1.9880595947760098,6.360592964271716,6.496885700820339,0.0,0.0,1.98805959477601,762.7422206998217,5636.195497471171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.416215064536937,2.416215064536938,7.284687135812125,7.029190836043919,0.0,0.0,2.416215064536937,720.1341607810377,5933.879343790762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.416215064536937,2.416215064536938,7.770518153955526,7.708992893275452,0.0,0.0,2.416215064536937,674.079464017058,6595.384487871585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.5298221281347035,2.5298221281347035,8.331237831770487,8.22771159528809,0.0,0.0,2.5298221281347035,680.8735425557237,7482.498794488627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.5298221281347035,2.5298221281347035,8.192912151598447,9.179687721631202,0.0,0.0,2.5298221281347035,623.591876607953,8526.27300815097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.808151400069855,2.808151400069855,7.921038892901432,9.425396290771824,0.0,0.0,2.808151400069855,634.0954712554465,9521.984988636012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.808151400069855,2.808151400069855,8.724350159999638,10.861903718085168,0.0,0.0,2.808151400069855,589.5469043095319,11016.788840328245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.034719725036204,3.034719725036203,10.091014390464986,11.183320914051723,0.0,0.0,3.034719725036204,571.8332007883151,11994.578786546308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.034719725036204,3.034719725036203,9.96565530782024,13.005493344846904,0.0,0.0,3.034719725036204,562.9990104025811,12311.192698787014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
