tick,aep_active,aep_hyperactive,alpha_protein_gut,tau_protein_gut,alpha_cleaved_gut,tau_cleaved_gut,alpha_oligomer_gut,tau_oligomer_gut,barrier_impermeability,microbiota_good_bacteria_class,microbiota_pathogenic_bacteria_class,resting_microglia,active_microglia,healthy_neuron,damaged_neuron,dead_neuron,cleaved_alpha_syn_brain,alpha_syn_oligomer_brain,cleaved_tau_brain,tau_oligomer_brain,cytokine_pro_inflammatory,cytokine_non_inflammatory
1,50,0,0,0,0,0,0,0,50,26987,10814,50,0,300,0,0,0,0,0,0,0,0
2,50,0,0,0,0,0,0,0,50,24253,11983,50,0,300,0,0,0,0,0,0,0,0
3,50,0,0,0,0,0,0,0,50,22897,12634,50,0,300,0,0,0,0,0,0,0,0
4,50,0,0,0,0,0,0,0,50,20998,14023,50,0,300,0,0,0,0,0,0,0,0
5,49,1,0,0,0,0,0,0,49,19761,15155,50,0,300,0,0,0,0,0,0,0,0
6,49,1,0,0,0,0,0,0,49,17759,16551,50,0,300,0,0,0,0,0,0,0,0
7,49,1,0,0,0,0,0,0,49,15571,17812,50,0,300,0,0,0,0,0,0,0,0
8,49,1,0,0,0,0,0,0,49,13706,19716,50,0,300,0,0,0,0,0,0,0,0
9,49,1,0,0,0,0,0,0,49,12941,21187,50,0,300,0,0,0,0,0,0,0,0
10,49,1,0,0,0,0,0,0,49,11485,22833,50,0,300,0,0,0,0,0,0,0,0
11,47,3,0,0,0,0,0,0,47,10432,25126,50,0,300,0,0,0,0,0,0,0,0
12,47,3,0,0,2,0,0,0,47,9175,27392,50,0,300,0,0,0,0,0,0,0,0
13,46,4,0,0,2,2,0,0,46,8129,30878,50,0,300,0,0,0,0,0,0,0,0
14,46,4,0,0,4,2,0,0,46,7228,34260,50,0,300,0,0,0,0,0,0,0,0
15,45,5,0,0,6,2,0,0,45,6614,37630,50,0,300,0,0,0,0,0,0,0,0
16,45,5,0,0,6,4,0,0,45,5770,40238,50,0,300,0,0,0,0,0,0,0,0
17,44,6,0,0,8,6,0,0,44,5325,44810,50,0,300,0,0,0,0,0,0,0,0
18,44,6,0,0,8,10,0,0,44,4729,49035,50,0,300,0,0,0,0,0,0,0,0
