tick,aep_active,aep_hyperactive,alpha_protein_gut,tau_protein_gut,alpha_cleaved_gut,tau_cleaved_gut,alpha_oligomer_gut,tau_oligomer_gut,barrier_impermeability,microbiota_good_bacteria_class,microbiota_pathogenic_bacteria_class,resting_microglia,active_microglia,healthy_neuron,damaged_neuron,dead_neuron,cleaved_alpha_syn_brain,alpha_syn_oligomer_brain,cleaved_tau_brain,tau_oligomer_brain,cytokine_pro_inflammatory,cytokine_non_inflammatory
1,50,0,0,0,0,0,0,0,50,27657,10774,50,0,300,0,0,0,0,0,0,0,0
2,50,0,0,0,0,0,0,0,50,24195,11591,50,0,300,0,0,0,0,0,0,0,0
3,50,0,0,0,0,0,0,0,50,22760,12374,50,0,300,0,0,0,0,0,0,0,0
4,50,0,0,0,0,0,0,0,50,20897,13552,50,0,300,0,0,0,0,0,0,0,0
5,50,0,0,0,0,0,0,0,50,19675,15034,50,0,300,0,0,0,0,0,0,0,0
6,50,0,0,0,0,0,0,0,50,17537,16347,50,0,300,0,0,0,0,0,0,0,0
7,49,1,0,0,0,0,0,0,49,16510,17706,50,0,300,0,0,0,0,0,0,0,0
8,49,1,0,0,0,0,0,0,49,14677,19057,50,0,300,0,0,0,0,0,0,0,0
9,49,1,0,0,0,0,0,0,49,13675,20820,50,0,300,0,0,0,0,0,0,0,0
10,49,1,0,0,0,0,0,0,49,12334,22639,50,0,300,0,0,0,0,0,0,0,0
11,48,2,0,0,0,0,0,0,48,11637,25134,50,0,300,0,0,0,0,0,0,0,0
12,48,2,0,0,0,0,0,0,48,10252,27613,50,0,300,0,0,0,0,0,0,0,0
13,46,4,0,0,0,0,0,0,46,9439,30493,50,0,300,0,0,0,0,0,0,0,0
14,46,4,0,0,0,4,0,0,46,8446,33186,50,0,300,0,0,0,0,0,0,0,0
15,45,5,0,0,2,6,0,0,45,7553,36563,50,0,300,0,0,0,0,0,0,0,0
16,45,5,0,0,4,6,0,0,45,6745,40274,50,0,300,0,0,0,0,0,0,0,0
17,43,7,0,0,4,8,0,0,43,6124,44246,50,0,300,0,0,0,0,0,0,0,0
18,43,7,0,0,4,12,0,0,43,5577,49090,50,0,300,0,0,0,0,0,0,0,0
19,43,7,0,0,6,12,0,0,43,5360,51681,50,0,300,0,0,0,0,0,0,0,0
20,43,7,0,0,6,16,0,0,43,5037,55641,50,0,300,0,0,0,0,0,0,0,0
21,41,9,0,0,8,18,0,0,41,4616,61902,50,0,300,0,0,0,0,0,0,0,0
22,41,9,0,0,10,20,0,0,41,4141,66849,50,0,300,0,0,0,0,0,0,0,0
23,39,11,0,0,12,24,0,0,39,3709,73773,50,0,300,0,0,0,0,0,0,0,0
24,39,11,0,0,12,28,0,0,39,3353,78033,50,0,300,0,0,0,0,0,0,0,0
25,39,11,0,0,14,28,0,0,39,3155,85779,50,0,300,0,0,0,0,0,0,0,0
26,39,11,0,0,14,28,0,0,39,2764,91747,50,0,300,0,0,0,0,0,0,0,0
27,39,11,0,0,16,28,0,0,39,2531,98065,50,0,300,0,0,0,0,0,0,0,0
28,39,11,0,0,20,30,0,0,39,2352,105870,50,0,300,0,0,0,0,0,0,0,0
29,39,11,0,0,20,32,0,0,39,2075,115405,50,0,300,0,0,0,0,0,0,0,0
30,39,11,0,0,20,32,0,0,39,1868,124301,50,0,300,0,0,0,0,0,0,0,0
