tick,aep_active,aep_hyperactive,alpha_protein_gut,tau_protein_gut,alpha_cleaved_gut,tau_cleaved_gut,alpha_oligomer_gut,tau_oligomer_gut,barrier_impermeability,microbiota_good_bacteria_class,microbiota_pathogenic_bacteria_class,resting_microglia,active_microglia,healthy_neuron,damaged_neuron,dead_neuron,cleaved_alpha_syn_brain,alpha_syn_oligomer_brain,cleaved_tau_brain,tau_oligomer_brain,cytokine_pro_inflammatory,cytokine_non_inflammatory
1,50,0,0,0,0,0,0,0,50,26944,10745,50,0,300,0,0,0,0,0,0,0,0
2,50,0,0,0,0,0,0,0,50,25646,11732,50,0,300,0,0,0,0,0,0,0,0
3,49,1,0,0,0,0,0,0,49,22533,12756,50,0,300,0,0,0,0,0,0,0,0
4,49,1,0,0,0,0,0,0,49,20511,13821,50,0,300,0,0,0,0,0,0,0,0
5,48,2,0,0,0,0,0,0,48,18694,15162,50,0,300,0,0,0,0,0,0,0,0
6,48,2,0,0,0,0,0,0,48,16709,16140,50,0,300,0,0,0,0,0,0,0,0
7,47,3,0,0,0,0,0,0,47,14826,17443,50,0,300,0,0,0,0,0,0,0,0
8,47,3,0,0,4,2,0,0,47,13634,19292,50,0,300,0,0,0,0,0,0,0,0
9,45,5,0,0,4,4,0,0,45,12316,20192,50,0,300,0,0,0,0,0,0,0,0
10,45,5,0,0,4,8,0,0,45,11015,22000,50,0,300,0,0,0,0,0,0,0,0
11,45,5,0,0,4,8,0,0,45,9645,23844,50,0,300,0,0,0,0,0,0,0,0
12,45,5,0,0,4,8,0,0,45,8946,25688,50,0,300,0,0,0,0,0,0,0,0
13,44,6,0,0,4,10,0,0,44,7930,28267,50,0,300,0,0,0,0,0,0,0,0
14,44,6,0,0,4,10,0,0,44,7073,30545,50,0,300,0,0,0,0,0,0,0,0
15,42,8,0,0,6,10,0,0,42,6469,32988,50,0,300,0,0,0,0,0,0,0,0
16,42,8,0,0,6,10,0,0,42,5873,35363,50,0,300,0,0,0,0,0,0,0,0
17,42,8,0,0,6,10,0,0,42,5205,39068,50,0,300,0,0,0,0,0,0,0,0
18,42,8,0,0,8,12,0,0,42,4706,41473,50,0,300,0,0,0,0,0,0,0,0
19,41,9,0,0,10,14,0,0,41,4345,44838,50,0,300,0,0,0,0,0,0,0,0
