tick,aep_active,aep_hyperactive,alpha_protein_gut,tau_protein_gut,alpha_cleaved_gut,tau_cleaved_gut,alpha_oligomer_gut,tau_oligomer_gut,barrier_impermeability,microbiota_good_bacteria_class,microbiota_pathogenic_bacteria_class,resting_microglia,active_microglia,healthy_neuron,damaged_neuron,dead_neuron,cleaved_alpha_syn_brain,alpha_syn_oligomer_brain,cleaved_tau_brain,tau_oligomer_brain,cytokine_pro_inflammatory,cytokine_non_inflammatory
1,50,0,0,0,0,0,0,0,50,29264,10595,50,0,300,0,0,0,0,0,0,0,0
2,50,0,0,0,0,0,0,0,50,28324,11148,50,0,300,0,0,0,0,0,0,0,0
3,50,0,0,0,0,0,0,0,50,26278,11726,50,0,300,0,0,0,0,0,0,0,0
4,50,0,0,0,0,0,0,0,50,24888,12238,50,0,300,0,0,0,0,0,0,0,0
5,50,0,0,0,0,0,0,0,50,22580,12945,50,0,300,0,0,0,0,0,0,0,0
6,50,0,0,0,0,0,0,0,50,21970,13481,50,0,300,0,0,0,0,0,0,0,0
7,48,2,0,0,0,2,0,0,48,21550,14660,50,0,300,0,0,0,0,0,0,0,0
8,48,2,0,0,0,2,0,0,48,20923,15094,50,0,300,0,0,0,0,0,0,0,0
9,47,3,0,0,0,4,0,0,47,20367,16161,50,0,300,0,0,0,0,0,0,0,0
10,47,3,0,0,2,4,0,0,47,20637,16995,50,0,300,0,0,0,0,0,0,0,0
11,47,3,0,0,4,4,0,0,47,18833,17957,50,0,300,0,0,0,0,0,0,0,0
12,47,3,0,0,4,8,0,0,47,18344,18831,50,0,300,0,0,0,0,0,0,0,0
13,45,5,0,0,4,8,0,0,45,17329,19997,50,0,300,0,0,0,0,0,0,0,0
14,45,5,0,0,6,10,0,0,45,16508,20963,50,0,300,0,0,0,0,0,0,0,0
15,44,6,0,0,6,10,0,0,44,16355,22056,50,0,300,0,0,0,0,0,0,0,0
16,44,6,0,0,6,14,0,0,44,15079,23212,50,0,300,0,0,0,0,0,0,0,0
17,42,8,0,0,8,14,0,0,42,15169,24926,50,0,300,0,0,0,0,0,0,0,0
18,42,8,0,0,12,16,0,0,42,14240,26448,50,0,300,0,0,0,0,0,0,0,0
19,42,8,0,0,14,20,0,0,42,12889,28128,50,0,300,0,0,0,0,0,0,0,0
20,42,8,0,0,16,22,0,0,42,12349,30017,50,0,300,0,0,0,0,0,0,0,0
21,41,9,0,0,16,26,0,0,41,11972,31846,50,0,300,0,0,0,0,0,0,0,0
22,41,9,0,0,16,28,0,0,41,11274,34360,50,0,300,0,0,0,0,0,0,0,0
23,41,9,0,0,18,32,0,0,41,10602,37740,50,0,300,0,0,0,0,0,0,0,0
24,41,9,0,0,20,34,0,0,41,9769,39571,50,0,300,0,0,0,0,0,0,0,0
25,41,9,0,0,20,38,0,0,41,9430,41823,50,0,300,0,0,0,0,0,0,0,0
26,41,9,0,0,20,38,0,0,41,8577,43249,50,0,300,0,0,0,0,0,0,0,0
27,39,11,0,0,24,40,0,0,39,7983,46928,50,0,300,0,0,0,0,0,0,0,0
28,39,11,0,0,28,40,0,0,39,7502,50038,50,0,300,0,0,0,0,0,0,0,0
29,37,13,0,0,30,44,0,0,37,7329,53160,50,0,300,0,0,0,0,0,0,0,0
30,37,13,0,0,30,46,0,0,37,6795,55224,50,0,300,0,0,0,0,0,0,0,0
31,35,15,0,0,34,48,0,0,35,6489,58846,50,0,300,0,0,0,0,0,0,0,0
32,35,15,0,0,36,48,0,0,35,6184,63516,50,0,300,0,0,0,0,0,0,0,0
33,34,16,0,0,36,52,0,0,34,5863,67294,50,0,300,0,0,0,0,0,0,0,0
34,34,16,0,0,38,56,0,0,34,5647,72977,50,0,300,0,0,0,0,0,0,0,0
35,34,16,0,0,40,62,0,0,34,5340,75484,50,0,300,0,0,0,0,0,0,0,0
36,34,16,0,0,44,62,0,0,34,5164,80421,50,0,300,0,0,0,0,0,0,0,0
37,33,17,0,0,48,62,0,0,33,4893,87586,50,0,300,0,0,0,0,0,0,0,0
38,33,17,0,0,52,66,0,0,33,4644,91284,50,0,300,0,0,0,0,0,0,0,0
39,32,18,0,0,56,68,0,0,32,4210,98297,50,0,300,0,0,0,0,0,0,0,0
40,32,18,0,0,58,68,0,0,32,3876,101833,50,0,300,0,0,0,0,0,0,0,0
41,30,20,0,0,62,70,0,0,30,3648,103951,50,0,300,0,0,0,0,0,0,0,0
42,30,20,0,0,62,70,0,0,30,3431,110487,50,0,300,0,0,0,0,0,0,0,0
43,29,21,0,0,64,82,0,0,29,3936,95011,50,0,300,0,0,0,0,0,0,0,0
44,29,21,0,0,64,82,0,0,29,4650,78533,50,0,300,0,0,0,0,0,0,0,0
45,28,22,0,0,64,90,0,0,28,5654,64648,50,0,300,0,0,0,0,0,0,0,0
46,28,22,0,0,66,92,0,0,28,6352,54930,50,0,300,0,0,0,0,0,0,0,0
47,26,24,0,0,70,92,0,0,26,7618,48205,50,0,300,0,0,0,0,0,0,0,0
48,26,24,0,0,72,96,0,0,26,9110,40164,50,0,300,0,0,0,0,0,0,0,0
49,25,25,0,0,76,98,0,0,25,9734,36131,50,0,300,0,0,0,0,0,0,0,0
50,25,25,0,0,78,100,0,0,25,10492,30629,50,0,300,0,0,0,0,0,0,0,0
51,24,26,0,0,80,104,0,0,24,12304,27093,50,0,300,0,0,0,0,0,0,0,0
52,24,26,0,0,80,108,0,0,24,14179,23728,50,0,300,0,0,0,0,0,0,0,0
53,23,27,0,0,82,110,0,0,23,15971,21734,50,0,300,0,0,0,0,0,0,0,0
54,23,27,0,0,84,110,0,0,23,18813,18403,50,0,300,0,0,0,0,0,0,0,0
55,22,28,0,0,88,112,0,0,22,19805,15456,50,0,300,0,0,0,0,0,0,0,0
56,22,28,0,0,90,116,0,0,22,25053,13237,50,0,300,0,0,0,0,0,0,0,0
57,22,28,0,0,94,124,0,0,23,29937,11125,50,0,300,0,0,0,0,0,0,0,0
58,22,28,0,0,100,126,0,0,23,38600,9797,50,0,300,0,0,0,0,0,0,0,0
59,22,28,0,0,106,130,0,0,24,47249,9109,50,0,300,0,0,0,0,0,0,0,0
60,22,28,0,0,108,134,0,0,24,52966,7868,50,0,300,0,0,0,0,0,0,0,0
